date,gbp,cad
2020-12-23,0.74552,1.2856
2020-12-24,0.73645,1.2835
2020-12-28,0.7399,1.2835
2020-12-29,0.74119,1.2806
2020-12-30,0.73534,1.2769
2020-12-31,0.73265,1.2732
2021-01-04,0.73325,1.2751
2021-01-05,0.73615,1.2707
2021-01-06,0.7346,1.2685
2021-01-07,0.73469,1.2707
2021-01-08,0.73574,1.2705
2021-01-11,0.74188,1.2788
2021-01-12,0.73547,1.2746
2021-01-13,0.73141,1.2710
2021-01-14,0.73361,1.2654
2021-01-15,0.73413,1.2727
2021-01-18,0.73834,1.2762
2021-01-19,0.73442,1.2735
2021-01-20,0.73187,1.2656
2021-01-21,0.72894,1.2627
2021-01-22,0.7324,1.2716
2021-01-25,0.73074,1.2738
2021-01-26,0.73045,1.2702
2021-01-27,0.72969,1.2775
2021-01-28,0.7328,1.2810
2021-01-29,0.72827,1.2780
2021-02-01,0.72989,1.2824
2021-02-02,0.73128,1.2818
2021-02-03,0.7335,1.2783
2021-02-04,0.73102,1.2828
2021-02-05,0.73052,1.2777
2021-02-08,0.73042,1.2753
2021-02-09,0.72561,1.2719
2021-02-10,0.72277,1.2689
2021-02-11,0.72244,1.2686
2021-02-12,0.72475,1.2711
2021-02-15,0.71914,1.2711
2021-02-16,0.7192,1.2684
2021-02-17,0.72106,1.2712
2021-02-18,0.71615,1.2696
2021-02-19,0.71265,1.2614
2021-02-22,0.71318,1.2613
2021-02-23,0.71076,1.2603
2021-02-24,0.7083,1.2548
2021-02-25,0.70681,1.2530
2021-02-26,0.7182,1.2685
2021-03-01,0.71814,1.2661
2021-03-02,0.7186,1.2626
2021-03-03,0.71672,1.2631
2021-03-04,0.71689,1.2637
2021-03-05,0.7229,1.2668
2021-03-08,0.72247,1.2660
2021-03-09,0.72056,1.2635
2021-03-10,0.72027,1.2637
2021-03-11,0.71577,1.2561
2021-03-12,0.71931,1.2493
2021-03-15,0.71871,1.2480
2021-03-16,0.72065,1.2455
2021-03-17,0.71948,1.2465
2021-03-18,0.71839,1.2458
2021-03-19,0.72124,1.2506
2021-03-22,0.72307,1.2513
2021-03-23,0.72539,1.2562
2021-03-24,0.72939,1.2562
2021-03-25,0.72927,1.2606
2021-03-26,0.72571,1.2580
2021-03-29,0.72234,1.2594
2021-03-30,0.72718,1.2631
2021-03-31,0.72673,1.2575
2021-04-01,0.72531,1.2565
2021-04-05,0.72531,1.2525
2021-04-06,0.72264,1.2559
2021-04-07,0.72421,1.2617
2021-04-08,0.72678,1.2579
2021-04-09,0.72895,1.2544
2021-04-12,0.7268,1.2553
2021-04-13,0.7288,1.2554
2021-04-14,0.7265,1.2533
2021-04-15,0.72475,1.2530
2021-04-16,0.72412,1.2503
2021-04-19,0.71753,1.2519
2021-04-20,0.71608,1.2572
2021-04-21,0.71833,1.2523
2021-04-22,0.72103,1.2500
2021-04-23,0.72025,1.2489
2021-04-26,0.71969,1.2412
2021-04-27,0.71885,1.2403
2021-04-28,0.7207,1.2357
2021-04-29,0.71655,1.2292
2021-04-30,0.71895,1.2285
2021-05-03,0.72101,1.2279
2021-05-04,0.72182,1.2315
2021-05-05,0.71865,1.2272
2021-05-06,0.71897,1.2200
2021-05-07,0.71988,1.2156
2021-05-10,0.70832,1.2095
2021-05-11,0.70676,1.2096
2021-05-12,0.70802,1.2096
2021-05-13,0.71238,1.2150
2021-05-14,0.71008,1.2109
2021-05-17,0.71,1.2081
2021-05-18,0.70363,1.2051
2021-05-19,0.70613,1.2100
2021-05-20,0.70802,1.2070
2021-05-21,0.70455,1.2061
2021-05-24,0.70757,1.2061
2021-05-25,0.70591,1.2057
2021-05-26,0.70594,1.2110
2021-05-27,0.70559,1.2073
2021-05-28,0.70635,1.2086
2021-05-31,0.70497,1.2072
2021-06-01,0.70581,1.2040
2021-06-02,0.70675,1.2052
2021-06-03,0.7053,1.2103
2021-06-04,0.70719,1.2084
2021-06-07,0.70568,1.2073
2021-06-08,0.70678,1.2097
2021-06-09,0.70564,1.2095
2021-06-10,0.70883,1.2094
2021-06-11,0.70689,1.2148
2021-06-14,0.7092,1.2142
2021-06-15,0.71151,1.2188
2021-06-16,0.70793,1.2191
2021-06-17,0.71647,1.2341
2021-06-18,0.721,1.2419
2021-06-21,0.72046,1.2377
2021-06-22,0.71935,1.2356
2021-06-23,0.71488,1.2287
2021-06-24,0.71953,1.2316
2021-06-25,0.71925,1.2294
2021-06-28,0.71965,1.2335
2021-06-29,0.72298,1.2384
2021-06-30,0.72202,1.2394
2021-07-01,0.72394,1.2394
2021-07-02,0.72742,1.2353
2021-07-05,0.72194,1.2343
2021-07-06,0.72183,1.2446
2021-07-07,0.72268,1.2475
2021-07-08,0.7276,1.2540
2021-07-09,0.72321,1.2476
2021-07-12,0.72199,1.2471
2021-07-13,0.72204,1.2514
2021-07-14,0.72094,1.2497
2021-07-15,0.72138,1.2572
2021-07-16,0.72274,1.2593
2021-07-19,0.73018,1.2759
2021-07-20,0.73499,1.2730
2021-07-21,0.73363,1.2589
2021-07-22,0.72665,1.2567
2021-07-23,0.72697,1.2575
2021-07-26,0.7251,1.2549
2021-07-27,0.72399,1.2578
2021-07-28,0.72072,1.2566
2021-07-29,0.71658,1.2450
2021-07-30,0.716,1.2462
2021-08-02,0.71991,1.2462
2021-08-03,0.71817,1.2545
2021-08-04,0.71792,1.2545
2021-08-05,0.71781,1.2497
2021-08-06,0.71856,1.2550
2021-08-09,0.72056,1.2565
2021-08-10,0.72145,1.2540
2021-08-11,0.7228,1.2506
2021-08-12,0.72189,1.2520
2021-08-13,0.72327,1.2514
2021-08-16,0.72097,1.2569
2021-08-17,0.7251,1.2623
2021-08-18,0.72663,1.2630
2021-08-19,0.73122,1.2792
2021-08-20,0.73473,1.2856
2021-08-23,0.7308,1.2682
2021-08-24,0.72894,1.2608
2021-08-25,0.72929,1.2619
2021-08-26,0.72846,1.2651
2021-08-27,0.72871,1.2635
2021-08-30,0.72662,1.2603
2021-08-31,0.72566,1.2617
2021-09-01,0.72661,1.2607
2021-09-02,0.72527,1.2573
2021-09-03,0.72305,1.2518
2021-09-06,0.72244,1.2518
2021-09-07,0.7261,1.2621
2021-09-08,0.72608,1.2676
2021-09-09,0.72271,1.2654
2021-09-10,0.72004,1.2631
2021-09-13,0.72258,1.2662
2021-09-14,0.72169,1.2661
2021-09-15,0.72319,1.2651
2021-09-16,0.72282,1.2674
2021-09-17,0.72464,1.2721
2021-09-20,0.73183,1.2828
2021-09-21,0.73143,1.2801
2021-09-22,0.73323,1.2756
2021-09-23,0.72979,1.2653
2021-09-24,0.73132,1.2680
2021-09-27,0.73021,1.2637
2021-09-28,0.736,1.2680
2021-09-29,0.74175,1.2741
2021-09-30,0.74318,1.2741
2021-10-01,0.73839,1.2654
2021-10-04,0.73505,1.2583
2021-10-05,0.73412,1.2575
2021-10-06,0.73618,1.2613
2021-10-07,0.73537,1.2558
2021-10-08,0.73377,1.2482
2021-10-11,0.73335,1.2482
2021-10-12,0.73349,1.2461
2021-10-13,0.73428,1.2445
2021-10-14,0.72934,1.2372
2021-10-15,0.72718,1.2379
2021-10-18,0.72766,1.2375
2021-10-19,0.72308,1.2357
2021-10-20,0.72703,1.2329
2021-10-21,0.72433,1.2351
2021-10-22,0.72545,1.2357
2021-10-25,0.72723,1.2379
2021-10-26,0.72455,1.2376
2021-10-27,0.72764,1.2358
2021-10-28,0.72779,1.2349
2021-10-29,0.72555,1.2384
2021-11-01,0.73048,1.2368
2021-11-02,0.73218,1.2404
2021-11-03,0.73262,1.2417
2021-11-04,0.73775,1.2449
2021-11-05,0.74264,1.2452
2021-11-08,0.73822,1.2449
2021-11-09,0.7375,1.2448
2021-11-10,0.74016,1.2452
2021-11-11,0.7464,1.2452
2021-11-12,0.7469,1.2565
2021-11-15,0.74419,1.2517
2021-11-16,0.7436,1.2550
2021-11-17,0.74311,1.2595
2021-11-18,0.74194,1.2615
2021-11-19,0.74464,1.2639
2021-11-22,0.74413,1.2680
2021-11-23,0.74771,1.2707
2021-11-24,0.74902,1.2677
2021-11-25,0.75109,1.2654
2021-11-26,0.74945,1.2771
2021-11-29,0.75012,1.2765
2021-11-30,0.74956,1.2792
2021-12-01,0.75128,1.2776
2021-12-02,0.75082,1.2815
2021-12-03,0.75324,1.2812
2021-12-06,0.75421,1.2780
2021-12-07,0.75456,1.2660
2021-12-08,0.75762,1.2642
2021-12-09,0.75802,1.2700
2021-12-10,0.75716,1.2714
2021-12-13,0.75508,1.2791
2021-12-14,0.75466,1.2845
2021-12-15,0.75457,1.2893
2021-12-16,0.74837,1.2782
2021-12-17,0.75206,1.2846
2021-12-20,0.75583,1.2942
2021-12-21,0.75502,1.2927
2021-12-22,0.75126,1.2865
2021-12-23,0.74472,1.2816
2021-12-24,0.74568,1.2813
2021-12-27,0.74549,1.2813
2021-12-28,0.74352,1.2804
2021-12-29,0.74418,1.2776
2021-12-30,0.74052,1.2776
2021-12-31,0.7419,1.2678
2022-01-03,0.74095,1.2678
2022-01-04,0.74136,1.2708
2022-01-05,0.7381,1.2717
2022-01-06,0.73878,1.2741
2022-01-07,0.73845,1.2666
2022-01-10,0.73686,1.2679
2022-01-11,0.73637,1.2606
2022-01-12,0.73296,1.2510
2022-01-13,0.72882,1.2484
2022-01-14,0.72952,1.2545
2022-01-17,0.7329,1.2520
2022-01-18,0.7361,1.2529
2022-01-19,0.73308,1.2492
2022-01-20,0.73439,1.2474
2022-01-21,0.73698,1.2545
2022-01-24,0.74136,1.2656
2022-01-25,0.74293,1.2629
2022-01-26,0.74007,1.2606
2022-01-27,0.74703,1.2712
2022-01-28,0.74679,1.2772
2022-01-31,0.74537,1.2719
2022-02-01,0.74155,1.2694
2022-02-02,0.73651,1.2677
2022-02-03,0.73727,1.2679
2022-02-04,0.7379,1.2758
2022-02-07,0.7398,1.2688
2022-02-08,0.73951,1.2709
2022-02-09,0.73682,1.2680
2022-02-10,0.7365,1.2682
2022-02-11,0.73538,1.2702
2022-02-14,0.73984,1.2738
2022-02-15,0.73834,1.2741
2022-02-16,0.73813,1.2686
2022-02-17,0.73433,1.2695
2022-02-18,0.73476,1.2734
2022-02-21,0.73468,1.2734
2022-02-22,0.73783,1.2743
2022-02-23,0.73575,1.2718
2022-02-24,0.74768,1.2832
2022-02-25,0.74661,1.2747
2022-02-28,0.74605,1.2698
2022-03-01,0.74619,1.2708
2022-03-02,0.75019,1.2668
2022-03-03,0.74732,1.2664
2022-03-04,0.75385,1.2750
2022-03-07,0.75838,1.2773
2022-03-08,0.76373,1.2867
2022-03-09,0.76021,1.2821
2022-03-10,0.75943,1.2776
2022-03-11,0.76406,1.2720
2022-03-14,0.76565,1.2777
2022-03-15,0.76474,1.2803
2022-03-16,0.76394,1.2721
2022-03-17,0.76296,1.2651
2022-03-18,0.7624,1.2617
2022-03-21,0.75897,1.2593
2022-03-22,0.75497,1.2588
2022-03-23,0.75812,1.2571
2022-03-24,0.75868,1.2545
2022-03-25,0.75786,1.2502
2022-03-28,0.76275,1.2541
2022-03-29,0.76175,1.2509
2022-03-30,0.76005,1.2470
2022-03-31,0.76205,1.2496
2022-04-01,0.76136,1.2512
2022-04-04,0.76229,1.2490
2022-04-05,0.76115,1.2451
2022-04-06,0.76419,1.2509
2022-04-07,0.76447,1.2584
2022-04-08,0.76747,1.2589
2022-04-11,0.76783,1.2621
2022-04-12,0.76839,1.2617
2022-04-13,0.76926,1.2607
2022-04-14,0.76216,1.2601
2022-04-18,0.76216,1.2618
2022-04-19,0.76789,1.2624
2022-04-20,0.76607,1.2502
2022-04-21,0.76718,1.2529
2022-04-22,0.77586,1.2702
2022-04-25,0.78476,1.2758
2022-04-26,0.78822,1.2797
2022-04-27,0.79576,1.2828
2022-04-28,0.80448,1.2829
2022-04-29,0.79609,1.2792
2022-05-02,0.79637,1.2895
2022-05-03,0.79699,1.2847
2022-05-04,0.79949,1.2810
2022-05-05,0.80611,1.2822
2022-05-06,0.81008,1.2882
2022-05-09,0.80723,1.2964
2022-05-10,0.81102,1.3012
2022-05-11,0.80918,1.2970
2022-05-12,0.81949,1.3039
2022-05-13,0.8196,1.2953
2022-05-16,0.81601,1.2888
2022-05-17,0.80068,1.2834
2022-05-18,0.80462,1.2841
2022-05-19,0.80502,1.2809
2022-05-20,0.80193,1.2829
2022-05-23,0.79541,1.2826
2022-05-24,0.79991,1.2837
2022-05-25,0.80044,1.2792
2022-05-26,0.7953,1.2738
2022-05-27,0.7916,1.2662
2022-05-30,0.79106,1.2662
2022-05-31,0.79472,1.2648
2022-06-01,0.79498,1.2639
2022-06-02,0.79681,1.2597
2022-06-03,0.79609,1.2579
2022-06-06,0.79634,1.2564
2022-06-07,0.80065,1.2555
2022-06-08,0.79686,1.2540
2022-06-09,0.79729,1.2644
2022-06-10,0.80401,1.2777
2022-06-13,0.82114,1.2859
2022-06-14,0.82834,1.2940
2022-06-15,0.82761,1.2948
2022-06-16,0.8226,1.2928
2022-06-17,0.81537,1.3035
2022-06-20,0.81533,1.2994
2022-06-21,0.81526,1.2929
2022-06-22,0.81632,1.2942
2022-06-23,0.81786,1.2982
2022-06-24,0.81502,1.2933
2022-06-27,0.81536,1.2887
2022-06-28,0.81763,1.2864
2022-06-29,0.82211,1.2878
2022-06-30,0.82623,1.2886
2022-07-01,0.83116,1.2886
2022-07-04,0.82219,1.2867
2022-07-05,0.83426,1.3038
2022-07-06,0.84186,1.3047
2022-07-07,0.836,1.2986
2022-07-08,0.83228,1.2968
2022-07-11,0.8372,1.3000
2022-07-12,0.84468,1.3015
2022-07-13,0.83809,1.2976
2022-07-14,0.84518,1.3138
2022-07-15,0.8449,1.3038
2022-07-18,0.83613,1.2948
2022-07-19,0.83263,1.2904
2022-07-20,0.83516,1.2884
2022-07-21,0.83876,1.2895
2022-07-22,0.83553,1.2876
2022-07-25,0.82858,1.2852
2022-07-26,0.83522,1.2883
2022-07-27,0.82878,1.2872
2022-07-28,0.82579,1.2835
2022-07-29,0.82359,1.2824
2022-08-01,0.81794,1.2824
2022-08-02,0.81832,1.2856
2022-08-03,0.82037,1.2853
2022-08-04,0.82734,1.2854
2022-08-05,0.82349,1.2934
2022-08-08,0.82523,1.2857
2022-08-09,0.82587,1.2880
2022-08-10,0.82528,1.2789
2022-08-11,0.8181,1.2753
2022-08-12,0.82368,1.2783
2022-08-15,0.82761,1.2908
2022-08-16,0.83129,1.2867
2022-08-17,0.82849,1.2912
2022-08-18,0.82915,1.2928
2022-08-19,0.84482,1.2991
2022-08-22,0.8465,1.3035
2022-08-23,0.84963,1.2972
2022-08-24,0.84843,1.2983
2022-08-25,0.84547,1.2937
2022-08-26,0.84531,1.2989
2022-08-29,0.8554,1.3009
2022-08-30,0.85355,1.3076
2022-08-31,0.86035,1.3111
2022-09-01,0.86438,1.3166
2022-09-02,0.86539,1.3121
2022-09-05,0.87054,1.3121
2022-09-06,0.86365,1.3139
2022-09-07,0.87516,1.3164
2022-09-08,0.86578,1.3116
2022-09-09,0.86436,1.3035
2022-09-12,0.85453,1.2980
2022-09-13,0.853,1.3110
2022-09-14,0.86585,1.3166
2022-09-15,0.87004,1.3200
2022-09-16,0.87804,1.3285
2022-09-19,0.87873,1.3288
2022-09-20,0.87518,1.3345
2022-09-21,0.88164,1.3397
2022-09-22,0.8828,1.3480
2022-09-23,0.90425,1.3570
2022-09-26,0.92685,1.3716
2022-09-27,0.92571,1.3726
2022-09-28,0.94373,1.3660
2022-09-29,0.92196,1.3707
2022-09-30,0.90583,1.3707
2022-10-03,0.89175,1.3662
2022-10-04,0.88235,1.3574
2022-10-05,0.88089,1.3641
2022-10-06,0.88827,1.3719
2022-10-07,0.89194,1.3712
2022-10-10,0.90471,1.3712
2022-10-11,0.90202,1.3775
2022-10-12,0.90501,1.3802
2022-10-13,0.88832,1.3806
2022-10-14,0.89352,1.3856
2022-10-17,0.88561,1.3730
2022-10-18,0.88386,1.3756
2022-10-19,0.88968,1.3779
2022-10-20,0.88939,1.3729
2022-10-21,0.90162,1.3713
2022-10-24,0.88387,1.3722
2022-10-25,0.88371,1.3638
2022-10-26,0.86404,1.3565
2022-10-27,0.86425,1.3547
2022-10-28,0.86544,1.3615
2022-10-31,0.86862,1.3649
2022-11-01,0.86517,1.3614
2022-11-02,0.86899,1.3630
2022-11-03,0.89437,1.3749
2022-11-04,0.88612,1.3517
2022-11-07,0.87196,1.3493
2022-11-08,0.87413,1.3441
2022-11-09,0.87433,1.3480
2022-11-10,0.87701,1.3378
2022-11-11,0.84922,1.3378
2022-11-14,0.84808,1.3288
2022-11-15,0.84059,1.3290
2022-11-16,0.84021,1.3311
2022-11-17,0.84771,1.3350
2022-11-18,0.83989,1.3385
2022-11-21,0.84709,1.3452
2022-11-22,0.84055,1.3396
2022-11-23,0.8365,1.3392
2022-11-24,0.82525,1.3338
2022-11-25,0.82781,1.3377
2022-11-28,0.82774,1.3453
2022-11-29,0.83174,1.3578
2022-11-30,0.83354,1.3508
2022-12-01,0.81993,1.3433
2022-12-02,0.81472,1.3468
2022-12-05,0.81312,1.3532
2022-12-06,0.81942,1.3649
2022-12-07,0.82067,1.3640
2022-12-08,0.82002,1.3582
2022-12-09,0.814,1.3630
2022-12-12,0.8143,1.3658
2022-12-13,0.81321,1.3547
2022-12-14,0.8087,1.3561
2022-12-15,0.81154,1.3640
2022-12-16,0.82148,1.3687
2022-12-19,0.82202,1.3653
2022-12-20,0.82583,1.3621
2022-12-21,0.8241,1.3612
2022-12-22,0.8299,1.3656
2022-12-23,0.82875,1.3603
2022-12-27,0.83145,1.3565
2022-12-28,0.82761,1.3557
2022-12-29,0.83152,1.3544
2022-12-30,0.83155,1.3544
2023-01-02,0.82964,1.3544
2023-01-03,0.83497,1.3658
2023-01-04,0.83098,1.3508
2023-01-05,0.83297,1.3564
2023-01-06,0.84262,1.3486
2023-01-09,0.82319,1.3376
2023-01-10,0.82374,1.3421
2023-01-11,0.8251,1.3425
2023-01-12,0.82334,1.3378
2023-01-13,0.82116,1.3406
2023-01-16,0.82092,1.3397
2023-01-17,0.81707,1.3390
2023-01-18,0.80755,1.3439
2023-01-19,0.81043,1.3472
2023-01-20,0.80916,1.3421
2023-01-23,0.80922,1.3382
2023-01-24,0.81385,1.3370
2023-01-25,0.81125,1.3393
2023-01-26,0.80721,1.3349
2023-01-27,0.80888,1.3314
2023-01-30,0.80692,1.3356
2023-01-31,0.81301,1.3350
2023-02-01,0.81158,1.3321
2023-02-02,0.8126,1.3312
2023-02-03,0.81604,1.3391
2023-02-06,0.82849,1.3442
2023-02-07,0.83493,1.3435
2023-02-08,0.8272,1.3429
2023-02-09,0.82179,1.3427
2023-02-10,0.82645,1.3362
2023-02-13,0.82614,1.3343
2023-02-14,0.81908,1.3345
2023-02-15,0.83014,1.3411
2023-02-16,0.83068,1.3439
2023-02-17,0.83659,1.3487
2023-02-20,0.83135,1.3487
2023-02-21,0.8245,1.3516
2023-02-22,0.82624,1.3542
2023-02-23,0.83026,1.3549
2023-02-24,0.83486,1.3622
2023-02-27,0.8345,1.3573
2023-02-28,0.82589,1.3609
2023-03-01,0.82903,1.3612
2023-03-02,0.8372,1.3614
2023-03-03,0.83401,1.3610
2023-03-06,0.83252,1.3615
2023-03-07,0.83421,1.3717
2023-03-08,0.8447,1.3785
2023-03-09,0.84152,1.3785
2023-03-10,0.84192,1.3796
2023-03-13,0.82982,1.3705
2023-03-14,0.82472,1.3717
2023-03-15,0.82553,1.3743
2023-03-16,0.82879,1.3726
2023-03-17,0.81809,1.3778
2023-03-20,0.81656,1.3652
2023-03-21,0.81589,1.3683
2023-03-22,0.82047,1.3684
2023-03-23,0.81842,1.3648
2023-03-24,0.82073,1.3707
2023-03-27,0.81521,1.3659
2023-03-28,0.81109,1.3583
2023-03-29,0.80679,1.3547
2023-03-30,0.8051,1.3533
2023-03-31,0.80471,1.3533
2023-04-03,0.80571,1.3481
2023-04-04,0.80295,1.3455
2023-04-05,0.80464,1.3498
2023-04-06,0.80454,1.3471
2023-04-10,0.80454,1.3473
2023-04-11,0.80234,1.3474
2023-04-12,0.80108,1.3439
2023-04-13,0.79924,1.3422
2023-04-14,0.79918,1.3411
2023-04-17,0.80168,1.3365
2023-04-18,0.80277,1.3359
2023-04-19,0.80177,1.3459
2023-04-20,0.80115,1.3470
2023-04-21,0.80191,1.3500
2023-04-24,0.80277,1.3496
2023-04-25,0.80369,1.3586
2023-04-26,0.80696,1.3639
2023-04-27,0.80392,1.3606
2023-04-28,0.80494,1.3603
2023-05-01,0.80494,1.3587
2023-05-02,0.80341,1.3625
2023-05-03,0.8046,1.3575
2023-05-04,0.80262,1.3499
2023-05-05,0.80158,1.3454
2023-05-08,0.79899,1.3385
2023-05-09,0.80149,1.3406
2023-05-10,0.79832,1.3381
2023-05-11,0.80108,1.3417
2023-05-12,0.80438,1.3530
2023-05-15,0.80169,1.3489
2023-05-16,0.80303,1.3503
2023-05-17,0.80183,1.3491
2023-05-18,0.80279,1.3514
2023-05-19,0.80393,1.3520
2023-05-22,0.80127,1.3495
2023-05-23,0.80359,1.3516
2023-05-24,0.80591,1.3562
2023-05-25,0.80702,1.3614
2023-05-26,0.80902,1.3633
2023-05-29,0.80943,1.3633
2023-05-30,0.81263,1.3580
2023-05-31,0.8086,1.3623
2023-06-01,0.80568,1.3489
2023-06-02,0.80252,1.3420
2023-06-05,0.80099,1.3460
2023-06-06,0.80205,1.3437
2023-06-07,0.80079,1.3419
2023-06-08,0.79816,1.3363
2023-06-09,0.79442,1.3342
2023-06-12,0.78878,1.3334
2023-06-13,0.78726,1.3341
2023-06-14,0.78618,1.3308
2023-06-15,0.78408,1.3249
2023-06-16,0.78328,1.3230
2023-06-19,0.78528,1.3230
2023-06-20,0.78731,1.3190
2023-06-21,0.7885,1.3181
2023-06-22,0.78869,1.3230
2023-06-23,0.79166,1.3218
2023-06-26,0.7936,1.3153
2023-06-27,0.79088,1.3220
2023-06-28,0.78988,1.3218
2023-06-29,0.79056,1.3227
2023-06-30,0.78901,1.3247
2023-07-03,0.78834,1.3247
2023-07-04,0.7887,1.3249
2023-07-05,0.79028,1.3283
2023-07-06,0.79298,1.3319
2023-07-07,0.7867,1.3340
2023-07-10,0.78607,1.3346
2023-07-11,0.78152,1.3350
2023-07-12,0.77706,1.3191
2023-07-13,0.77054,1.3138
2023-07-14,0.76928,1.3111
2023-07-17,0.77114,1.3148
2023-07-18,0.76918,1.3124
2023-07-19,0.76961,1.3140
2023-07-20,0.77274,1.3166
2023-07-21,0.77485,1.3219
2023-07-24,0.77427,1.3177
2023-07-25,0.77555,1.3187
2023-07-26,0.7699,1.3205
2023-07-27,0.77631,1.3228
2023-07-28,0.78192,1.3230
2023-07-31,0.78087,1.3200
2023-08-01,0.78202,1.3256
2023-08-02,0.78421,1.3298
2023-08-03,0.78485,1.3366
2023-08-04,0.78303,1.3347
2023-08-07,0.77921,1.3347
2023-08-08,0.78251,1.3398
2023-08-09,0.78399,1.3440
2023-08-10,0.78371,1.3405
2023-08-11,0.78598,1.3463
2023-08-14,0.7862,1.3457
2023-08-15,0.78823,1.3499
2023-08-16,0.78685,1.3534
2023-08-17,0.78628,1.3550
2023-08-18,0.78801,1.3558
2023-08-21,0.7855,1.3523
2023-08-22,0.78412,1.3506
2023-08-23,0.78428,1.3509
2023-08-24,0.78373,1.3567
2023-08-25,0.78641,1.3585
2023-08-28,0.78656,1.3597
2023-08-29,0.78606,1.3566
2023-08-30,0.78471,1.3548
2023-08-31,0.78795,1.3524
2023-09-01,0.78997,1.3570
2023-09-04,0.78881,1.3570
2023-09-05,0.79131,1.3643
2023-09-06,0.79463,1.3680
2023-09-07,0.79433,1.3651
2023-09-08,0.79389,1.3638
2023-09-11,0.79229,1.3571
2023-09-12,0.79107,1.3566
2023-09-13,0.79085,1.3515
2023-09-14,0.79007,1.3523
2023-09-15,0.78987,1.3487
2023-09-18,0.78823,1.3475
2023-09-19,0.78927,1.3443
2023-09-20,0.7911,1.3422
2023-09-21,0.79291,1.3464
2023-09-22,0.79527,1.3497
2023-09-25,0.8013,1.3523
2023-09-26,0.81241,1.3563
2023-09-27,0.81632,1.3570
2023-09-28,0.81506,1.3539
2023-09-29,0.81401,1.3539
2023-10-02,0.81687,1.3582
2023-10-03,0.82199,1.3681
2023-10-04,0.81966,1.3702
2023-10-05,0.81996,1.3712
2023-10-06,0.82046,1.3673
2023-10-09,0.81797,1.3637
2023-10-10,0.81575,1.3596
2023-10-11,0.81417,1.3622
2023-10-12,0.81541,1.3655
2023-10-13,0.81578,1.3688
2023-10-16,0.81475,1.3597
2023-10-17,0.81355,1.3658
2023-10-18,0.81686,1.3701
2023-10-19,0.81807,1.3724
2023-10-20,0.82168,1.3755
2023-10-23,0.82043,1.3710
2023-10-24,0.82237,1.3735
2023-10-25,0.82247,1.3757
2023-10-26,0.82543,1.3810
2023-10-27,0.82404,1.3873
2023-10-30,0.82058,1.3844
2023-10-31,0.82107,1.3872
2023-11-01,0.82181,1.3850
2023-11-02,0.81569,1.3706
2023-11-03,0.81063,1.3648
2023-11-06,0.80925,1.3676
2023-11-07,0.81266,1.3712
2023-11-08,0.81264,1.3772
2023-11-09,0.81369,1.3788
2023-11-10,0.81191,1.3803
2023-11-13,0.81081,1.3794
2023-11-14,0.80298,1.3674
2023-11-15,0.79961,1.3667
2023-11-16,0.79977,1.3687
2023-11-17,0.80267,1.3688
2023-11-20,0.79838,1.3694
2023-11-21,0.79628,1.3679
2023-11-22,0.79702,1.3659
2023-11-23,0.79668,1.3663
2023-11-24,0.7951,1.3639
2023-11-27,0.79337,1.3602
2023-11-28,0.79126,1.3577
2023-11-29,0.79143,1.3584
2023-11-30,0.79059,1.3547
2023-12-01,0.78816,1.3484
2023-12-04,0.78787,1.3539
2023-12-05,0.78997,1.3580
2023-12-06,0.79195,1.3557
2023-12-07,0.79078,1.3574
2023-12-08,0.79152,1.3545
2023-12-11,0.79015,1.3557
2023-12-12,0.79147,1.3541
2023-12-13,0.79268,1.3546
2023-12-14,0.78318,1.3386
2023-12-15,0.78526,1.3383
2023-12-18,0.78529,1.3395
2023-12-19,0.78547,1.3353
2023-12-20,0.78851,1.3399
2023-12-21,0.78625,1.3327
2023-12-22,0.78764,1.3260
2023-12-27,0.78624,1.3225
2023-12-28,0.78486,1.3217
2023-12-29,0.78574,1.3237
2024-01-02,0.78811,1.3246
2024-01-03,0.78878,1.3301
2024-01-04,0.78955,1.3352
2024-01-05,0.78742,1.3360
2024-01-08,0.78543,1.3382
2024-01-09,0.78612,1.3368
2024-01-10,0.78518,1.3378
2024-01-11,0.78302,1.3398
2024-01-12,0.78295,1.3404
2024-01-15,0.7853,1.3404
2024-01-16,0.78749,1.3467
2024-01-17,0.78858,1.3489
2024-01-18,0.78832,1.3483
2024-01-19,0.78751,1.3482
2024-01-22,0.78639,1.3466
2024-01-23,0.78588,1.3454
2024-01-24,0.78475,1.3455
2024-01-25,0.78448,1.3432
2024-01-26,0.78392,1.3436
2024-01-29,0.78591,1.3458
2024-01-30,0.7871,1.3445
2024-01-31,0.78808,1.3421
2024-02-01,0.78638,1.3398
2024-02-02,0.79021,1.3443
2024-02-05,0.79174,1.3509
2024-02-06,0.79207,1.3509
2024-02-07,0.79169,1.3504
2024-02-08,0.79245,1.3492
2024-02-09,0.79122,1.3450
2024-02-12,0.79181,1.3445
2024-02-13,0.79282,1.3543
2024-02-14,0.79392,1.3525
2024-02-15,0.79272,1.3496
2024-02-16,0.79333,1.3486
2024-02-19,0.79259,1.3486
2024-02-20,0.79198,1.3501
2024-02-21,0.79309,1.3529
2024-02-22,0.79243,1.3489
2024-02-23,0.79275,1.3505
2024-02-26,0.79365,1.3510
2024-02-27,0.79299,1.3547
2024-02-28,0.79244,1.3568
2024-02-29,0.79171,1.3554
